have	 (また《話》『have got』)〈物〉‘を'『持っている』,所有している(進行形にできない)・(また《話》『have got』)〈親類・友人など〉‘が'『いる』,‘を'持っている,〈召使など〉‘を'かかえている;〈動物〉‘を'飼っている(進行形にできない) ・(また《話》『have got』)(特質・付属物として)…‘を'『備えている』,‘が'ある(進行形にできない) ・(また《話》『have got』)〈感情・意見など〉‘を'持つ,抱く(進行形にできない) ・《『have to』do》(また《話》『have got to』do)…『しなければならない』;《不定文で》…する必要がある・《『have to be』…》…に違いない・〈ある状態〉‘を'経験する,〈病気〉‘に'かかる / …‘を'食べる,飲む,〈たばこ〉‘を'吸う・《動作を表す名詞を目的語にして》《話》〈ある動作・行為〉‘を'する,行う・《『have』+『名』〈人〉+do》《しばしばwill, wouldと共に》〈人〉‘に'(…)させる,してもらう,される / 《『have』+『名』+『過分』》…‘を'(…)させる,される,してもらう・《+『have』+『名』+『形』(『名』,『過分』,do『ing』)〈補〉》…‘を'(…の)状態に保つ,(…の)ままにしておく(進行形にできない) / …‘を'得る,もらう,受ける(進行形にできない) ・〈人・動物が〉〈子〉‘を'産む,もうける・《通例否定文で》…‘を'許す,認める・(財産・社会的地位などを)持っている人;(資源・核兵器を)持っている国
rail	 〈C〉(かきね・柵(さく)などの)『横棒』,横木;手すり,らんかん,《複数形で》柵,かき / 〈C〉(鉄道の)『レール』 / 〈U〉(輸送機関としての)『鉄道』 / 〈C〉(物を掛けたりするための)横木,横棒 / …‘を'横木(手すり)で囲む,‘に'柵を付ける《+『in(off)』+『名』》 
pity	 〈U〉(…に対する)『あわれみ』,同情《+『for』+『名』》 / 〈C〉『残念』(『遺憾』)『なこと』,惜しいこと,気の毒なこと / (…で)…‘を'『気の毒に思う』,あわれむ,‘に'同情する《+『名』+『for』+『名』(do『ing』)》 
aunt	 『おば』 / おばさん(年長の婦人に対する敬称)
zero	 〈U〉(アラビア数字の)『0,零』,ゼロ / 〈U〉(温度計の)『零度』;(尺度の)零位;零点 / 〈U〉無,空(くう)(nothing) / 〈U〉最下点,どん低 / 零の,ゼロの / 〈計器など〉‘を'ゼロの目盛りに合わせる
idle	 (人が)『働いていない』(unemployed),(機械などが)使われていない,(時間が)空いている / (人が)『怠惰な』,怠けている / 価値のない,むだな / 〈人が〉何もしないでいる,ぶらぶらと時間を過ごす《+『about』》 / 〈機械などが〉から回りし続ける,アイドリングする / 〈時間〉‘を'空費する,ぶらぶらして過ごす《+『名』+『away』,+『away』+『名』》 / 〈不景気・ストライキなどが〉〈人・機械など〉‘を'遊ばせる,暇にさせる 
soap	 『石けん』 / =soap opera / …‘を'石けんで洗う 
bowl	 『どんぶり,はち;わん』,茶わん,ボール / どんぶり(はち)1杯の量 / (…の)丸くくぼんだ部分《+『of』+『名』》 / 《米》(はち形の)円形競技場(stadium)
fork	 (食卓用の)『フォーク』 / くま手,またぐわ / (川・道路などの)分岐点;別れ道,分流,分枝 / 〈干し草など〉‘を'くま手でかき上げる(刺す) / (川・道路・枝などが)分岐する / 〈人が〉(左右の)別れ道をとる
tune	 (音楽の)『曲』,節(ふし),メロディー(melody) / 〈楽器〉‘の'調子を合わせる,‘を'調律する《+up+名,+名+up》 / 〈エンジンなど〉‘を'調整する《+up+名,+名+up》 / (…に)〈受信機〉‘を'同調させる,‘の'波長を合わせる《+名+to+名》
debt	 〈U〉〈C〉『借金』;負債 / 〈C〉『恩義』,義理(obligation)
fade	 『衰える』,弱くなる;〈植物が〉『しぼむ』,しおれる / 『しだいに消えてゆく』,姿を消す《+『away』》 / …‘を'衰えさせる;…‘の'色をあせさせる / 〈映像・音〉をしだいに消えさせる
cape	 ケープ(婦人服の短いそでなし外とう) 
mild	 (人,人の気性・態度などが)『柔和な』,ものやわらかな,温和な / (程度・力・効果などが)『適度な』,ほどよい / (病気などが)そんなにひどくない,軽い / (気温が)おだやかな / (味・においが)強くない,ぴりぴりしない 
rice	 『米』(欧米ではプディングやケーキの原料にも用いる) / イネ(稲) / 〈ゆでたジャガイモ・カボチャなど〉‘を'ライサー(ricer)で米粒ほどの太さのそうめん状にする 
lamp	 (電気・ガス・石油などの)『ランプ』,灯火,明かり / (照明用以外の)『ランプ』 / (知的・精神的な)光,光明 
curl	 〈C〉『巻き毛』カール;《複数形で》巻き毛の髪 / 〈C〉うず巻き[状のもの],うねり / 〈C〉〈C〉カールすること,ねじれ / 〈頭髪〉'を'カールさせる / |'を'曲げる,ねじる / 〈頭髪が〉カールする / 〈煙が〉うず巻く 
spit	 〈つば・食べ物など〉‘を'『吐く』,吐き出す《+『out』+『名』,+『名』+『out』》 / (…に)〈悪口など〉‘を'吐き出すように言う《+『out』+『名』+『at』+『名』》 / (…に向かって)『つばを吐く』《+『at』(『in』,『into』,『on』,『upon』)+『名』》 / つば(saliva)
coin	 (1枚の)『硬貨』(金貨・銀貨・銅貨・ニッケル貨など);〈U〉《集合的に》貨幣,硬貨 / 〈貨幣〉'を'鋳造する / 〈金属〉'を'(貨幣に)鋳造する《+『名』+『into』+『名』》 / 〈新語など〉'を'作り出す;〈理由など〉'を'でっちあげる
fond	 《補語にのみ用いて》(…を)『好んで』,好きで《+『of』+『名』(do『ing』)》 / 《名詞の前にのみ用いて》『優しい』,愛情のある(loving) / 《名詞の前にのみ用いて》優しすぎる,甘い / 《名詞の前にのみ用いて》(希望など)深く心に抱いた,ひとりよがりの
omit	 (…から)…‘を'『省略する』,省く《+『名』+『from』+『名』》 
flag	 (国家・団体などを象徴する)『旗』;(信号用の)旗 / …‘に'旗を立てる,‘を'旗で飾る / 〈人・車など〉‘に'旗(手)を振って止める《+『名』+『down』,+『down』+『名』》 
rope	 〈U〉『なわ』,綱,ロープ;〈C〉(1本の)なわ / 〈C〉一つながり(の…)《+『of』++『名』》 / 《the~》絞首索;絞首刑 / 〈C〉投げなわ / 《複数形で》ロープス(ボクシングなどでリングを囲った綱) / …‘を'なわで縛る(くくる)《+『up』+『名,??+『名』+『up』》 / 〈場所〉‘を'なわで囲う(仕昔る)《+『off』+『名』,+『名』+『off』》 / 《米》…‘を'投げなわで捕らえる / 〈登山者が〉ロープで体を結び合わせる《+『up』》 / 〈登山者が〉(…を)ロープで登る(降りる)《+『up』(『down』)+『名』》
envy	 〈U〉(…に対する)『ねたみ』,羨望(せんぼう)《+『of』(『at』)+『名』》 / 〈C〉(…の)『羨望の的』,うらやましい物(人,事)《+『of』+『名』》 / …‘を'『うらやむ』,ねたむ 
veil	 {C}『ベール』(婦人が顔を隠したり,装飾のために頭・肩などにまとう) / {C}(修道女の)ベール;修道女の生活 / {U}《しばしばa ~》(…を)おおい隠すもの(たれ幕,とばりなど),仮面,口実《+of+名》 / …‘を'ベールでおおう;…‘を'おおい隠す
tray	 浅いへりのついた平たい容器,(料理などを運んだり盛ったりするための)『盆』,皿 / (机上書類用の)整理箱 / (また tearful)盆(皿)一杯[の量] 
taxi	 『タクシー』(taxicabの略) / タクシーで行く / 〈飛行機が〉(ゆっくりと地上・水上を)滑走する / 〈飛行機〉‘に'誘導滑走させる
duck	 〈C〉『アヒル』,『カモ』 / 〈C〉雌のカモ,雌のアヒル / 〈U〉(食用にする)カモ,アヒルの肉 / 〈C〉《おもに英話》かわいい人
bush	 〈C〉『低木』(たけが低く根元から多数の小枝が発生している木) / 〈U〉《the bush》未開墾地,森林地 / 茂る,密生する;〈毛髪などが〉やぶのようになる 
bake	 (特にオーブンで)〈食物〉'を'『焼く』,焼いて料理する / 〈れんがなど〉'を'焼き固める;〈太陽が〉…'を'焦がす / (日にあたって)〈皮膚など〉'を'焼く / 〈パンなどが〉焼ける;〈人が〉パンを焼く / 〈土地・人などが〉日に焼ける 
heap	 〈C〉(積み重なった物の)『山』,塊,堆積(たいせき) / 《米方》《英語》《a ...,heaps》『たくさん』(の…),多数[量](の…)《+『of』+『名』》 / 《複数形で》《副詞的に》《話》非常に,大いに(much) / …‘を'『積み上げる』,蓄積する《+『up』+『名』,+『名』+『up』》 / (…を)…‘に'山と積む《+『名』+『with』+『名』》 / (…に)…‘を'山と積む,山ほど与える《+『名』+『on』(upon)+『名』》
suck	 (…から)〈ミルクなど〉‘を'『吸う』,すする《+名+from(out of)+名》 / …‘の'汁を吸う(すする) / (口の中で)…‘を'『しゃぶる』,なめる / (一般に)…‘を'吸い込む,吸い取る《+in(up)+名》 / (…を)吸う《+at+名》 / 乳を吸う / 吸うこと,吸収 ・フェラチオをする・価値がない、最低だ、最悪だ、ひどくいやったらしい、むかつくほどだ、不快だ、不十分だ、低品質｛てい ひんしつ｝だ 　 ・ That company sucks. : あの会社は最低だ。 ・ You suck. : あんた最低ね。
obey	 〈人〉‘に'『服従する』 / 〈命令・法律など〉‘に'『従う』,‘を'守る / …‘に'従って動く / 服従する;命令に従う
cake	 〈U〉〈C〉『ケーハ』,洋菓子 / 〈C〉平たい焼きパン(パンケーキなど) / 〈C〉一定の形の塊にした食物 / 〈C〉(…の)ケーキ状の塊《+『of』+『名』》 / 固まる,塊になる / (…で)…'を'固める《+『名』+『with』+『名』》,(…に)…'を'なすりつける《+『名』+『on』+『名』》
cave	 『ほら穴』,(特に)横穴 / 〈地盤などが〉陥没する / 〈帽子など〉'を'へこます 
damp	 〈U〉『湿気』,しめり(moisture) / 〈U〉もや,霧(mist) / 〈U〉(鉱山の)有毒ガス / 《a~》気持ちのめいらせるもの / 『湿っぽい』,湿気のある / …'を'湿らせる / …‘の'勢いを弱める,そぐ《+『down』+『名,』+『名』+『down』》 / 〈ピアノ・弦楽器の弦〉‘の'振動を弱める(押える)《+『down』+『名,』+『名』+『down』》
rust	 (金属の)『さび』 / さび病;さび菌 / さび色 / さびる / 〈能力などが〉(使わずに)鈍る / 〈植物が〉さび病にかかる / 〈金属〉‘を'さびさせる / さび色の
tide	 〈U〉〈C〉『潮[の干満]』,(潮の干満によって起こる)潮流 / 〈C〉(世論などの)『風潮』,全体的傾向,形勢 / 〈C〉潮(のように押し寄せてくる…)《+of+名》 / 〈U〉《古》時,季節 / 《『tide over』+『名』》(困難・障害を)乗り切る / (難しい時期を)〈人〉を助けて乗り切らせる,‘に'なんとかやっていかせる《+名+over+名》
lump	 (一定の形のない)『塊』 / 小さい立方体 / 『こぶ』,はれもの / 《話》のろま,まぬけ,でくのぼう / 《英話》《集合的に》飯場臨時作業員 / 塊になった / 一まとめの,一括した / 〈いくつかのもの〉‘を'一まとめにする,一様に扱う《+『together』+『名,』+『名』+『together』》 / 塊になる 
heal	 〈傷など〉‘を'直す / 〈悩み・不和など〉‘を'いやす,治める / 〈傷などが〉直る《+『up』(over』)》 
soup	 『スープ』 
cork	 〈U〉『コルク』[質] / 〈C〉コルクの栓,コルク製品 / …‘に'コルクで栓をする / コルク製の
ripe	 (果物・穀物などが)『熟した』,うれた / (人・精神などが)『円熟した』成熟した / 《補語にのみ用いて》(…の)用意ができている;)…の)機の熟した《+『for』+『名』》 / 老齢に達した
sore	 (傷・患部が)『痛い』,触って痛い / (人が)(けが・打ち身などで)『痛みを感じる』 / 《古》つらい,ひどい,痛ましい / 《名詞の前にのみ用いて》(精神的に)痛い,苦しい / 《米話》《補語にのみ用いて》感情を害する,怒って / (体の)痛いところ,傷,ただれ,はれもの / 心痛の種(原因) 
silk	 〈U〉『生糸』,絹糸 / 『絹織物』,絹布 / 〈C〉《しばしば複数形で》絹の衣服,絹物 / 〈C〉《複数形で》《米》競馬の騎手が着るはでな色の服 / 〈U〉トウモロコシの盲 / 《英》勅選弁護士 / 絹の,絹製の,絹のような 
rake	 熊手（くまで）,草かき;くまでの形の道具(賭博(とばく)場で金を集めるのに使うものなど) / …‘を'くまででかき集める;〈場所〉‘を'くまででかきならす《+『together(up)』+『名,』+『名』+『together(up)』》 / (…を求めて)〈場所〉‘を'くまなく捜す《+『名』+『for』+『名』》 / …‘を'機銃掃射する / くまでで集める(かきならす) / (…を求めて)かきわけて捜す《+『for』+『名』》・「rake it in」で《口語》 金をうんともうける[稼ぐ]
ache	 (継続的に鈍く)〈人が〉『痛みを感じる』,〈身体が〉痛む,うずく / 《話》切望する,心から願う / 《しばしば複合語を作って》(継続的な鈍い)『痛み』,うずき 
knot	 『結び目』,結び / (リボンなどで作った)飾り結び / (人・物の,通例小さな)群れ,一団 / (板・木材の)節,節目;(筋肉などの)隆起 / 困難(difficulty) / 縁,絆(きずな) / ノット(1時間に1海里(約1,852m)進む速さの単位) / …‘を'『結びなわせる』《+『名』+『together』,+『together』+『名』》 / …‘に'結び目をつける,‘を'結ぶ / (こぶになって)堅く結ばれる,もつれる
pint	 パイント(液量および穀量の単位;《英》では約0.57リットル,《米》では約0.47リットル) 
bean	 『豆』(おもにいんげん豆・そら豆など大きめの豆類) / 豆のさや(pod) / 豆に似た実 / 《俗》頭 / 《俗》(野球で)ビーンボールを投げる 
cage	 『鳥かご』;(動物の)『おり』 / 鳥かご(おり)のような物;エレベーターの箱 / 野球の打撃練習用の移動バックネット / 獄舎 / …'を'かご(おり)に入れる 
deaf	 『耳が遠い』,耳が不自由な / 《the deaf;名詞的に》耳が不自合な人々 / 《補語にのみ用いて》(…を)『聞こうとしない』(…に)むとんじゃくである《+『to』+『名』》 
vain	 『虚栄心の強い』,うぬぼれの強い,(容姿・能力などを)鼻にかける / 『むだな』,無益な,なんにもならない / むなしい,中身のない,空虚な 
comb	 『くし』;くし状の物 / くしでとかすこと,くし入れ / (綿・羊毛などをすく)すき機 / (鶏の)とさか / 波がしら / ハチの巣(honeycomb) / 〈髪〉'を'『くしですく』,とく;〈羊毛など〉'を'すく / (…を捜して)…'を'しらみつぶしに捜索する《+『名』+『for』+『名』》
cart	 (1頭立ての)『二輪車』,荷馬車,荷車 / 手押し車 / …'を'積んで運ぶ / (苦労して)〈物〉'を'かかえて運ぶ / 《話》…'を'引きずっていく《+『名』+『off』,+『off』+『名』》 
lazy	 (人動物が)『怠惰な』,無精な,物ぐさな / (物事が)(人の)怠惰を誘う,けだるい,ものうげな / 動きがのろい / 《名詞的に;the lazy》怠け者[たち]
